id,label,label_folder,cluster_id,is_dedup_rep,fold_full,fold_dedup,gpt_pred,claude_pred,gemini_pred,clip_zs_b32_piog,clip_zs_b32_pred,clip_zs_l14_piog,clip_zs_l14_pred,phash,md5
img_01411,0,0,737,1,0,4,0,0,0,0.04292367026209831,0,0.019109373912215233,0,b3e0033fe09779c2,01f3d8e0ac9aa1e79193335ebd3dbc90
img_01412,0,0,738,1,0,2,0,0,0,0.2689579129219055,0,0.26582127809524536,0,bf603c6b7a90c127,8e9ab35fd4af158a7dd7afc22d7af92c
img_01413,0,0,739,1,2,0,0,0,0,0.14202328026294708,0,0.09052014350891113,0,b86bc79092c796c9,a8f92712c8538ab46f27d7955c7f1dc6
img_01414,0,0,740,1,3,2,0,0,0,0.11069720983505249,0,0.12694954872131348,0,ee043e1461edc0fb,967b3961f1a9d5a8aecda4da4aaf6ea4
img_01415,0,0,741,1,3,2,0,0,0,0.23686081171035767,0,0.04262394458055496,0,af0032af5157764b,20b446c5f6524cdd2bc73bbfbdb398c0
img_01416,0,0,1344,1,4,0,0,0,0,0.18004977703094482,0,0.11651089787483215,0,b93e96c969b03169,40c276dde4074c8935cc3dd0e3ce2b94
img_01417,0,0,742,1,3,0,0,0,0,0.047872401773929596,0,0.015970561653375626,0,84447b3bd63b2768,1f411388a2d19d31fe0dd1594f9153a2
img_01418,0,0,743,1,4,4,0,0,0,0.4339393079280853,0,0.09104060381650925,0,afd9c2a594d06995,cb23449a37522f98e674a1e31aed2a13
img_01419,0,0,744,1,0,3,0,0,0,0.16132204234600067,0,0.010202734731137753,0,ba4d95f4c462c4d3,cee577e5f024b3dcfedaa5412b732dc5
img_01420,0,0,1504,0,1,-1,0,0,0,0.26428231596946716,0,0.2913509011268616,0,8000000000000000,d7c22fc97d090e3f45520ef02fd1ed4b
img_01421,0,0,745,1,4,3,0,0,0,0.014295795932412148,0,0.0018747082212939858,0,8b7ca6d7d6361019,de9e4aee8c1512e56988817ae30d5419
img_01422,0,0,746,1,4,1,0,0,0,0.2548829913139343,0,0.07848511636257172,0,eaf77b9c00904ee1,8e3940878602c6728f4287d7084a11bc
img_01423,0,0,747,1,4,2,0,0,0,0.05127353221178055,0,0.002169411862269044,0,e65accd24337292d,a9bb431a577efa6abe0683809939618a
img_01424,0,0,748,1,3,0,0,0,0,0.047729332000017166,0,0.03280220553278923,0,e249bff1c8a785c0,deffa3d7f00020697688b97154acc14b
img_01425,0,0,749,1,3,2,0,0,0,0.1348780393600464,0,0.09806819260120392,0,aa28d2a55aadda2d,0a00a9d29ecbf4303473cb0acc741aaa
img_01426,0,0,750,1,2,1,0,0,0,0.02138560824096203,0,0.011064894497394562,0,83cf2083de38ffc0,a923a4a59e0cdb0711a5c6587355fe8c
img_01427,0,0,751,1,1,1,0,0,0,0.13787151873111725,0,0.026564955711364746,0,fc3e026983c37d34,86e796cd42982b1b1a4ee21de8b4c554
img_01428,0,0,752,1,0,1,0,0,0,0.035949576646089554,0,0.00343244057148695,0,bf60502f7c2e503e,847224d3befd12582d8b20ac1b5f893c
img_01429,0,0,753,1,1,1,0,0,0,0.03475934639573097,0,0.005386950448155403,0,ab2f7c7a78782828,c2c1ee399b1310bf667180d11552d98b
img_01430,0,0,754,1,2,0,0,0,0,0.024386398494243622,0,0.02035166136920452,0,928d2b8fa78f850d,66456d59446d048533a7c31111af5fc7
img_01431,0,0,755,1,1,4,0,0,0,0.03516632318496704,0,0.005639084614813328,0,a807954267dd5af4,4c2da7a41eb2ae2181327ce7c83c3d35
img_01432,0,0,756,1,2,0,0,0,0,0.04478282853960991,0,0.003929111175239086,0,f78ccccc3388cccc,510e595f8760fa1b419c281d87e340ec
img_01433,0,0,757,1,1,1,0,0,0,0.151797816157341,0,0.06253960728645325,0,c804f77aa185bc9b,6c73b95a3e924786e24b3c142f496f61
img_01434,0,0,1465,0,0,-1,0,0,0,0.22911518812179565,0,0.2714538276195526,0,8f0f0f0f0f0f0f07,2730a9ec238df19c7596221c5cfe04fe
img_01435,0,0,758,1,0,2,0,0,0,0.006732032168656588,0,0.006854114588350058,0,b7c8c98427d83ec9,ce8e5b42edabe04a35eb2d505377743c
img_01436,0,0,759,1,4,1,0,0,0,0.05591509863734245,0,0.02666674554347992,0,81cbfc7d8381d632,c6403c39da6d04539f7f2f03575d6d29
img_01437,0,0,760,1,1,0,0,0,0,0.05147924646735191,0,0.0221265759319067,0,b2d85926c578387e,45aba87aa8e764a4d1332989124b6629
img_01438,0,0,761,1,1,1,0,0,0,0.2029169201850891,0,0.025970669463276863,0,88c3f61d782d93d2,8e650d34c4cc32506b3bf059ec4643c3
img_01439,0,0,762,1,1,0,0,0,0,0.09983078390359879,0,0.009131589904427528,0,8a97d570f0c3c707,dfca4717fd122186c781d8666fb82be2
img_01440,0,0,763,1,4,0,0,0,0,0.028461232781410217,0,0.01644792966544628,0,9985d6f151c1471f,473991a4c7795760c179d3fe1d290f53
img_01441,0,0,764,1,0,2,0,0,0,0.17750908434391022,0,0.03541763499379158,0,c4ed659e616e6894,ce0f468132ff0b23cd922b32e0908e49
img_01442,0,0,765,1,4,2,0,0,0,0.06880047917366028,0,0.044135503470897675,0,88e5f154ce3bb12c,13c3e3912bbaf99d36e16236fa7f8635
img_01443,0,0,766,1,0,0,0,0,0,0.019703060388565063,0,0.009422305040061474,0,fa0f2434787a327c,a7723b9832698b4537bbfcf86bfc43e7
img_01444,0,0,767,1,3,4,0,0,0,0.03646909072995186,0,0.01316862739622593,0,ab1794c02b37974d,adaabbabbef53b7896764d56e48c33c3
img_01445,0,0,768,1,3,1,0,0,0,0.013561869040131569,0,0.006874736864119768,0,abdf8c9722da0985,c437bcbb6c803352fca689ec435accca
img_01446,0,0,769,1,0,1,0,0,0,0.05242551490664482,0,0.013433738611638546,0,8e991b64b970f84e,e52486b05b1580396b2e8e6b1e59f6e6
img_01447,0,0,1344,0,4,-1,0,0,0,0.10006103664636612,0,0.14110541343688965,0,b93e96c961b06969,a0b92d80ac745498a7256d45171645ba
img_01448,0,0,770,1,0,1,0,0,0,0.23031601309776306,0,0.1126275509595871,0,8f2c3c2f282d2f39,c9a38af4b25dfafc5fe3dd05be2a9486
img_01449,0,0,771,1,1,2,0,0,0,0.09048496931791306,0,0.0034471717663109303,0,9b39c4c2473b3a78,f013dae5f20d3023684ec2c22992f4ae
img_01450,0,0,772,1,4,1,0,0,0,0.24645468592643738,0,0.003734236815944314,0,e3381034344e9fdf,fdeb1caf7d58bca96a0973c17c6b7672
img_01451,0,0,773,1,1,2,0,0,0,0.265214204788208,0,0.11004751920700073,0,c8d9b7a7c8a18f81,80aae3bf7e366582497ee3ad41b29fb5
img_01452,0,0,774,1,1,4,0,0,0,0.15524350106716156,0,0.009202533401548862,0,b33bbb42c43bcac0,44706939b015248fc9d9798ebeb3117f
img_01453,0,0,775,1,4,0,0,0,0,0.1167195737361908,0,0.09444661438465118,0,8a0a4a75b4f5671e,39330dc99ff05f831f49dd9328490316
img_01454,1,0,776,1,0,3,1,1,1,0.41528967022895813,0,0.6657285094261169,1,f3a13da8ec38bca0,806d4b1fe1b461030cc44a5c32362d39
img_01455,0,0,777,1,1,0,0,0,0,0.1648993194103241,0,0.04758242517709732,0,8a72235dc2a7dc78,a34c90878623524c7c7be768bf93f988
img_01456,0,0,778,1,2,3,0,0,0,0.02978510782122612,0,0.01477912999689579,0,8eb8e187d98ce583,65d8a370932a46e49c056b339e4f4ac7
img_01457,0,0,779,1,4,1,0,0,0,0.0468338243663311,0,0.0045960708521306515,0,bac5376a38cd8c98,a88e61ab1c56e01e95c3813449d58abc
img_01458,0,0,780,1,4,2,0,0,0,0.0523320734500885,0,0.002829310018569231,0,ea4a91cd6d91d392,f5a0d41a4244d32f2bd9fda3858ed8dc
img_01459,0,0,781,1,0,1,0,0,0,0.17055954039096832,0,0.028782321140170097,0,da582f2df8f0a0a5,9157aec5b63761b94cf74e2cf840ba36
img_01460,0,0,782,1,0,4,0,0,0,0.09003640711307526,0,0.022978611290454865,0,d53d9382c2e6e293,11735ebccb516a2cc88f55be0f1f372c
img_01461,0,0,783,1,0,1,0,0,0,0.532788872718811,1,0.004517424385994673,0,868686f759596969,f402c9f4131978b4dda50820d5289a08
img_01462,0,0,784,1,2,0,0,0,0,0.015475207939743996,0,0.0013013470452278852,0,d0a7cb34654a3bb4,d35aecc1ea3c6ef2c625c944b745e805
img_01463,0,0,785,1,4,3,0,0,0,0.03074040822684765,0,0.016180016100406647,0,ea40c1df7a80d57c,d1fb1b66372b95dcff48ce27f4bd4d97
img_01464,0,0,786,1,1,4,0,0,0,0.22754645347595215,0,0.0629996508359909,0,a68719b3268d9367,d65ae7f6ae64b2ec67b3ada47fda5096
img_01465,0,0,787,1,2,3,0,0,0,0.04983753710985184,0,0.013875726610422134,0,8786387cc34dcdd2,e47e9f4afbb343609d9c4a63a83729df
img_01466,0,0,1460,0,2,-1,0,0,0,0.16204331815242767,0,0.22964587807655334,0,c6c969369e499696,50c2e92bba86929ff93993a54e6cdbb8
img_01467,0,0,1396,1,0,3,0,0,0,0.5869613289833069,1,0.20767037570476532,0,ccd83376ccd83362,4ad2a9fb652beae05d7dbd5c67d0e5ec
img_01468,0,0,1460,0,2,-1,0,0,0,0.15422195196151733,0,0.1988995224237442,0,c6c969369e499696,7e0984e517ce4b2f1b62c5c2813169c2
img_01469,0,0,788,1,0,2,0,0,0,0.1809387505054474,0,0.024703960865736008,0,af7070a59ee1311e,125d2b9c805728485fa9eb1b711ad7bf
img_01470,0,0,789,1,0,0,0,0,0,0.04862016439437866,0,0.045133672654628754,0,9b1d1c1c1c1d1d9f,b67873f3b19c988aec2c77c1f3a4f8bb
img_01471,0,0,790,1,2,4,0,0,0,0.059216734021902084,0,0.016761019825935364,0,a63e50c8da26b5b3,7540e2959d4934522447e5ab2c6c7543
img_01472,0,0,791,1,0,4,0,0,0,0.04259250685572624,0,0.02892930805683136,0,b7c08c26710fccf9,b086b2eeed16515c1fcb304a4c461295
img_01473,1,0,1448,0,4,-1,1,1,1,0.6003718972206116,1,0.1920221447944641,0,f0708f8f0a32337d,d173624f8b62450063b3b61d1cfeb53c
img_01474,0,0,792,1,3,3,0,0,0,0.24885067343711853,0,0.18269194662570953,0,8a2af52a27d50ab7,d64be09bed81fa3fb0ba44cf1010acda
img_01475,1,0,793,1,0,1,1,1,1,0.07436425983905792,0,0.8346900343894958,1,f235ca4a9529ed16,d3524440156486ca86bfab5641304214
img_01476,0,0,794,1,2,4,0,0,0,0.13522672653198242,0,0.12814107537269592,0,c6959bf54ac431b1,714aa4d9b7b1d2cb6936ab21fbdecd18
img_01477,1,0,1448,0,4,-1,1,1,1,0.6391758322715759,1,0.24631056189537048,0,f0708f8f0a32337d,5a9678ed3f516b32f5f70751c03d8ed1
img_01478,0,0,795,1,3,4,0,0,0,0.052366890013217926,0,0.003785335458815098,0,ea2b95d57391912c,dca3b59741ae8bdb3ffc140a0728dcb1
img_01479,0,0,796,1,4,4,0,0,0,0.02100059948861599,0,0.010731173679232597,0,e02fa9852b0af5da,8505471de3e8cca64b7621e0c16a2737
img_01480,0,0,797,1,4,0,0,0,0,0.05114249512553215,0,0.02887861058115959,0,a7d1194fd1306f23,a8d3ed628602495d4b588981ab968be0
img_01481,0,0,798,1,3,0,0,0,0,0.06972251832485199,0,0.01483477745205164,0,f526a765a28b51f0,a96769c3d4d51c8fad2b55159b54494b
img_01482,1,0,1448,0,4,-1,1,1,1,0.4459923207759857,0,0.28578251600265503,0,f2728f8f02325d6c,e4321dc0633cefcfd96d7c59a5c04462
img_01483,0,0,799,1,0,0,0,0,0,0.09550093114376068,0,0.031038910150527954,0,822ff0d06c6ed7d0,1fc6b398adb005c052cc63e75d2632dd
img_01484,0,0,800,1,3,1,0,0,0,0.0398389957845211,0,0.03748615086078644,0,ca2d36646263277e,32a72684ac36e35038bd70bebfb6da67
img_01485,0,0,1465,0,0,-1,0,0,0,0.1756954789161682,0,0.13032563030719757,0,8f0f0f070703f3f1,71350158c776e157d774ddc2c939cfa5
img_01486,0,0,801,1,4,4,0,0,0,0.12281983345746994,0,0.009965205565094948,0,aa14d8e6cb95cb26,c38582e6adc1436fc6a3f07d944940be
img_01487,0,0,802,1,1,3,0,0,0,0.08114978671073914,0,0.06557444483041763,0,bf41c414c8663f6b,18e6cbb820ca95109a13712a56785488
img_01488,0,0,803,1,0,2,0,0,0,0.16467119753360748,0,0.011251221410930157,0,af3ccbcbc9141487,6dae1464f7d2165fa1dd18d1f97c2dbb
img_01489,0,0,804,1,4,2,0,0,0,0.0448354035615921,0,0.0026662619784474373,0,a79a315277d94233,d74fd7a7cf9571974b5cebfc02352aad
img_01490,0,0,805,1,3,3,0,0,0,0.4049481451511383,0,0.01474631205201149,0,fa85857a6649057e,aa6897696fc140b719c2f47fefbf2fdc
img_01491,0,0,1460,0,2,-1,0,0,0,0.23119628429412842,0,0.2462882399559021,0,d6c169369649ce96,1840bdfdb1a3d1170740ffa8b08e856c
img_01492,0,0,1346,1,3,0,0,0,0,0.01835712417960167,0,0.010987316258251667,0,ea6e1111316f6e6a,2e7a7432178d0416ae7efcbb137e60ee
img_01493,0,0,1504,0,1,-1,0,0,0,0.2642819583415985,0,0.2913501262664795,0,8000000000000000,d7c22fc97d090e3f45520ef02fd1ed4b
img_01494,0,0,806,1,0,0,0,0,0,0.3408317565917969,0,0.17074769735336304,0,a622cfcf2664c687,546e1e62fabac88c175e3fc6aa52a2d5
img_01495,0,0,807,1,2,4,0,0,0,0.038189906626939774,0,0.02418806403875351,0,cd6c0fb0b7b283c4,1ccf496511de1a0b535fbf2a1e2c11fc
img_01496,0,0,808,1,3,3,0,0,0,0.16814397275447845,0,0.07908660173416138,0,bf3e1c174041676d,64529fd6e0b9d6807950835325d55646
img_01497,0,0,809,1,2,2,0,0,0,0.011008893139660358,0,0.006515671033412218,0,bb9942c0c4fed562,f5780e982e0a9f652af1c5579d928a8b
img_01498,0,0,810,1,4,3,0,0,0,0.05815248563885689,0,0.0050985305570065975,0,827d3d80547f872b,8a49fa192f67b85a66c995da3cced5c3
img_01499,0,0,811,1,0,0,0,0,0,0.04495801031589508,0,0.004629779607057571,0,9966351beaa53d12,8cb9e53507bb009c88974807a400143d
img_01500,0,0,812,1,0,2,0,0,0,0.06189791113138199,0,0.020272793248295784,0,ae9bb7cadd406d00,c563248c5fc4ba38a6e489aafcb5555a
img_01501,0,0,813,1,4,2,0,0,0,0.07265006750822067,0,0.17329366505146027,0,897d0e7e1e4a344b,c6427ce1a0ebf336b338aafd0a9fbf38
img_01502,0,0,814,1,0,2,0,0,0,0.023090770468115807,0,0.004080371465533972,0,bb40543a853f7ac6,4aa4248efc65518869ec6c1f413ef0d0
img_01503,0,0,815,1,4,3,0,0,0,0.36922091245651245,0,0.1859085112810135,0,da2585d8a7ce3551,c96ba2b7ae9133c3ee0ac91b932d81b4
img_01504,0,0,816,1,3,0,0,0,0,0.06497975438833237,0,0.017323506996035576,0,ca24a5c381dcea9f,9a74ac0253d933f565cc22000c7d6782
img_01505,0,0,1504,0,1,-1,0,0,0,0.26428231596946716,0,0.2913509011268616,0,8000000000000000,d7c22fc97d090e3f45520ef02fd1ed4b
img_01506,0,0,817,1,4,4,0,0,0,0.015746500343084335,0,0.0026015490293502808,0,9947ecd8b3899649,83a65f2183f7deeec122ab26e3652ec2
img_01507,0,0,818,1,4,0,0,0,0,0.22991052269935608,0,0.04138517007231712,0,88d86c3593c31f3b,296e1cf3cf02024e93f799bd8bd9f7c1
img_01508,0,0,1332,1,4,3,0,0,0,0.14297792315483093,0,0.02548939548432827,0,cb0fb4b1e9684e0e,61cb4024fd72afc342ad71feeff10331
img_01509,0,0,819,1,3,0,0,0,0,0.022052288055419922,0,0.002794081810861826,0,db36e4c1b11f0ea4,9d705f83b65b3dfb07633ff1ce9d1054
img_01510,0,0,820,1,4,1,0,0,0,0.02583284303545952,0,0.026371117681264877,0,ec3592c1c53a3a6d,44d835445836156cc0ea8523e02fea37
img_01511,0,0,821,1,1,0,0,0,0,0.024551713839173317,0,0.07846704870462418,0,bb5866461b37c2b4,2e4d7a31555f7d1cf191568d17866173
img_01512,0,0,822,1,1,4,0,0,0,0.06494592130184174,0,0.008811583742499352,0,d218b3a56c65b999,e07b9b7fb85cc9e64b9ab812996c5e83
img_01513,0,0,823,1,0,3,0,0,0,0.02256987802684307,0,0.008857212029397488,0,e626195936ca58e7,bb561961f95d47a620286436af1d5862
img_01514,0,0,1211,1,3,2,0,0,0,0.286297470331192,0,0.012506784871220589,0,f72b141e2315aa37,f2335b78a2ec0527573dce0268a90cf7
img_01515,0,0,824,1,3,0,0,0,0,0.039118990302085876,0,0.013118060305714607,0,8ae6b966194b74ca,3fe24b13731405395bc90a5a64b593d3
img_01516,0,0,825,1,3,2,0,0,0,0.022491496056318283,0,0.0020384262315928936,0,9a8ff356c6091393,ef77b9acbbb1836467f4f8a0c28041d6
img_01517,0,0,826,1,0,4,0,0,0,0.041433174163103104,0,0.016131600365042686,0,ef1517e8cac28593,307fd0a5247238521a0af9ab9eaee0fa
img_01518,0,0,1460,0,2,-1,0,0,0,0.25623029470443726,0,0.2280406504869461,0,c6c969369649ce96,e8545f88cee29d40c99f2cefa7ed7af7
img_01519,0,0,827,1,2,1,0,0,0,0.019908307120203972,0,0.0024617842864245176,0,b3748e93b1607ec2,33d49f4b63cfce3773ede075316d76f9
img_01520,0,0,828,1,2,4,0,0,0,0.371907114982605,0,0.019688328728079796,0,a14b176ab64eb6a4,2549697cc38d2b6635088ce1e265eb02
img_01521,0,0,829,1,4,0,0,0,0,0.07603688538074493,0,0.019753817468881607,0,bbd51fc41c629463,391b248eca9e355b5773158c1842f190
img_01522,0,0,830,1,2,1,0,0,0,0.024111740291118622,0,0.006361041218042374,0,920db5d20b755a9b,1bbd012b858285c28565cd5e75809a8f
img_01523,0,0,831,1,2,2,0,0,0,0.015494778752326965,0,0.004609869793057442,0,b3c41394c936c8fe,6b2819781799d31ce78123ab088eb23d
img_01524,0,0,1460,0,2,-1,0,0,0,0.2253873348236084,0,0.26541200280189514,0,d6c169369649ce96,040d8b15b9df0a0ccce343583441be4d
img_01525,0,0,832,1,2,4,0,0,0,0.07615368068218231,0,0.006852270569652319,0,bfc8063b2383dae8,0902e48eaa05cfb585227754e8fff1f4
img_01526,0,0,833,1,0,1,0,0,0,0.02653059922158718,0,0.002469148952513933,0,9f6f64600f1ec1b1,f131856975afd976a113043bf61fdd6e
img_01527,0,0,834,1,2,0,0,0,0,0.034307848662137985,0,0.010868838056921959,0,aa59493715c576c5,00f78d9d1d2bf5679f1e8b30c5df8a45
img_01528,0,0,835,1,1,3,0,0,0,0.13563989102840424,0,0.1777283400297165,0,aa95878787878787,9643f8934b537b4c2e196bcf4f3e19e3
img_01529,0,0,836,1,4,4,0,0,0,0.10021933168172836,0,0.08710183203220367,0,f6c6da1818cf7238,2dec4f20d6d37f16e313e50fdd2d3923
img_01530,0,0,837,1,0,2,0,0,0,0.027623731642961502,0,0.004870698321610689,0,9ad563dc62481d6b,67439279286a3bda362e60d1b6ff5077
img_01531,0,0,838,1,4,0,0,0,0,0.012787437066435814,0,0.005411573685705662,0,bc19c2d33c93c936,91f617ab36f19a8328a22ff5acc61515
img_01532,0,0,839,1,2,0,0,0,0,0.31111815571784973,0,0.09248843789100647,0,8e0e0a6a62e3e3e7,51a35592391c4e8a769412353bac718b
img_01533,0,0,840,1,2,2,0,0,0,0.03561770170927048,0,0.008632613345980644,0,a94c4cf9dd4e0e32,05053eaa3958bce456e6a5cc6b9a3e39
img_01534,0,0,841,1,3,1,0,0,0,0.020835673436522484,0,0.010349210351705551,0,bfc1c6c0d83fc223,c87bc51425f7b59193531e9aece057d4
img_01535,0,0,842,1,2,3,0,0,0,0.2016185075044632,0,0.07063168287277222,0,8a0ae5a5a79b9387,67a153c396f5e75cae46d3ad41c3fc46
img_01536,0,0,843,1,0,1,0,0,0,0.062021736055612564,0,0.002593435114249587,0,bb0590243fdb83ba,578101705b771b8e4178e2a02c96e4ce
img_01537,0,0,844,1,0,4,0,0,0,0.1851159781217575,0,0.13442875444889069,0,c96c36b3c9cc2633,11357876915ca2b610727a6eede3c00f
img_01538,0,0,845,1,4,2,0,0,0,0.25979483127593994,0,0.06356938928365707,0,ec615239724e6c6d,9c07ca66dfeefef6fb215a9cb9c57c1f
img_01539,1,0,1448,0,4,-1,1,1,1,0.5640520453453064,1,0.37396249175071716,0,f0708f8f02327f6c,51d4d672011e18d1887bc91c6629a2c5
img_01540,0,0,846,1,2,0,0,0,0,0.004509313497692347,0,0.0008596489788033068,0,a70dc7c3c9c9670c,b4d6f9156a09638af4b50ef6546b067f
img_01541,0,0,847,1,0,3,0,0,0,0.0352473109960556,0,0.015564383938908577,0,8a956a9f6a954a95,854d1280b886e2c39ab20ea4cc82dbd1
img_01542,0,0,848,1,4,0,0,0,0,0.41996341943740845,0,0.041213519871234894,0,c06d1dd22e977a70,48cb865e246e853281c4f83a64758c3a
img_01543,1,0,1448,0,4,-1,1,1,1,0.5563430786132812,1,0.3283834755420685,0,f2728f8f0a32136d,8c595eca4ba8f04dc2ba38e9b058534d
img_01544,0,0,849,1,0,2,0,0,0,0.10888506472110748,0,0.03652919456362724,0,8f366a42c87a6b6a,935be32254c9df5d7620a67f12388f30
img_01545,0,0,850,1,3,1,0,0,0,0.03609522432088852,0,0.005863480735570192,0,e894973bcc4a974c,d187a208972c0052e96db682e4f2a26a
img_01546,0,0,851,1,2,1,0,0,0,0.028047634288668633,0,0.005611089989542961,0,bacb4b3449a7c9a8,e6764af1f6c2fd377e0afed2fff80d7c
img_01547,0,0,852,1,2,3,0,0,0,0.0288345105946064,0,0.0020286215003579855,0,9a40aee0489fcd6f,e8a2a53f6418b56384ecc674170fa902
img_01548,1,0,853,1,4,2,1,1,1,0.3723808228969574,0,0.24141985177993774,0,f270cd8f0f0b7270,120c374ac58f0535a3d3705ddbad4a76
img_01549,0,0,854,1,4,4,0,0,0,0.3076988160610199,0,0.26042842864990234,0,8c1cf10fe3e3c0e3,672c1f6d3c782270a9edcd4d723fb728
img_01550,0,0,855,1,1,2,0,0,0,0.09971274435520172,0,0.01496821828186512,0,c304bd5bacdac1b2,58afe8c139c46cb59b16c785cfbc64ad
img_01551,0,0,856,1,1,3,0,0,0,0.1398477554321289,0,0.015101338736712933,0,ba0ee4f10e1eb1e4,3f7ed276af6f656db260c86d71045860
img_01552,0,0,857,1,2,0,0,0,0,0.11045953631401062,0,0.05450813099741936,0,ab04859fd4f263e4,87d058955c4a93e05581ad68fbc590fe
img_01553,0,0,858,1,4,2,0,0,0,0.10909993201494217,0,0.09460350126028061,0,e89507782f63b01f,c272a29c54923a58b7ef1b073be9fbdb
img_01554,0,0,859,1,4,3,0,0,0,0.07224249094724655,0,0.07562251389026642,0,d7c069cb92a469cb,83ca7b51ce695458265f2d223993e57d
img_01555,0,0,860,1,0,2,0,0,0,0.08032379299402237,0,0.11460443586111069,0,cb4bb4b44e4bb192,31f9a802390eea034b0b801095956db8
img_01556,0,0,861,1,4,4,0,0,0,0.06656148284673691,0,0.13265757262706757,0,a634493736d9954b,1d1bdf36cc92b5732fea7a7af422095c
img_01557,0,0,862,1,2,1,0,0,0,0.22418943047523499,0,0.01014572475105524,0,8882ffddd1e3844c,58f6716748a4e5d9d7d7c66e1f6486fd
img_01558,0,0,863,1,4,1,0,0,0,0.1229703277349472,0,0.024685632437467575,0,8e1c67e3e11ce1e1,e3c114480048ee6fccfb5bb76b96954f
img_01559,0,0,864,1,2,0,0,0,0,0.05241243913769722,0,0.0056480541825294495,0,e69cd3c1cc4e0f58,29355f9db571326bd3e31159498f9b67
img_01560,0,0,865,1,2,4,0,0,0,0.026213981211185455,0,0.017239481210708618,0,8ba92a97cdca352c,64c6cbe31992a2ef4d0309626b5dff01
img_01561,0,0,866,1,2,2,0,0,0,0.04852602258324623,0,0.01590791530907154,0,da0745b5c5c33565,70f9f07f8dcc0a814c8c9621e4fe9818
img_01562,0,0,867,1,1,0,0,0,0,0.25928017497062683,0,0.03304676339030266,0,f21cc9b7095a365a,f6b4106f11ab3b1c3476bd98a201ea1a
img_01563,0,0,868,1,1,4,0,0,0,0.014787353575229645,0,0.010513508692383766,0,be6cbcf07831c03c,c5e65725208d182cb5727598e266ac37
img_01564,0,0,869,1,4,2,0,0,0,0.11173168569803238,0,0.005257269833236933,0,8240ff2f84d48eaf,f586727dbdc33ce094fd804b6f84ef6c
img_01565,0,0,870,1,3,4,0,0,0,0.22653022408485413,0,0.014701816253364086,0,db52a46d93886cb3,6c51ba166a07abbaac36da25fa419b41
img_01566,0,0,871,1,2,0,0,0,0,0.08137763291597366,0,0.02349168062210083,0,b9c240bda76299e5,a06a655df4580988d3d3e6c4a6a3f65e
img_01567,0,0,872,1,1,3,0,0,0,0.10850625485181808,0,0.042706601321697235,0,9c64e37eefba0081,aa895e41b6fa4ae3d656c6bd0e7454dd
img_01568,0,0,873,1,3,1,0,0,0,0.010773107409477234,0,0.001207886845804751,0,c4c0a24afafac6da,6e4859a9afc39fa423e9d684d75c9b37
img_01569,0,0,874,1,4,3,0,0,0,0.07762601971626282,0,0.004016991704702377,0,8a413dbedec160b3,ed6e6163fcfea5af210aaff51068f9e0
img_01570,0,0,1460,0,2,-1,0,0,0,0.2510325312614441,0,0.22883737087249756,0,96c36934964bce96,6df96a6de94e5d602cfefbefd431a3b3
img_01571,0,0,875,1,1,1,0,0,0,0.05550111085176468,0,0.010174478404223919,0,bf60c1cbe03ee2c8,4bc5d72be1d52c3ab94f55849088a80e
img_01572,0,0,876,1,0,2,0,0,0,0.1995476633310318,0,0.004193470813333988,0,8a0abcbd68c792dc,a41a4654117bb50e15fc9d0128cf49ae
img_01573,0,0,877,1,3,1,0,0,0,0.14930616319179535,0,0.1310359090566635,0,cbc935a43ac039dd,450336a7925631063df8789fe27f2f3c
img_01574,0,0,878,1,2,4,0,0,0,0.08051928877830505,0,0.011695103719830513,0,ca78ed695292e469,896e7ff7e7a8cdb534e7e95273f87766
img_01575,0,0,879,1,0,0,0,0,0,0.013958205468952656,0,0.027466168627142906,0,eb6a9494946a6a6b,fd8b3bad543a5e2f4b39335cbb9f15c8
img_01576,0,0,880,1,3,0,0,0,0,0.07803286612033844,0,0.017642183229327202,0,cb16272b4d575a0b,91f457c091b74b475df38bea9359262c
img_01577,0,0,881,1,3,0,0,0,0,0.028045710176229477,0,0.018123328685760498,0,bd0712168f6d8d93,6da3b5ccf7eaec38c58c6f4d44b98518
img_01578,0,0,882,1,4,3,0,0,0,0.061853840947151184,0,0.005925365258008242,0,9999466edc6662c3,0637ee54cdd4e472b66db0baeefc73cf
img_01579,0,0,883,1,3,1,0,0,0,0.11943302303552628,0,0.008836740627884865,0,d04aaf85153fef80,e7d8ab0a9c936fe701097c2b58c1e2fd
img_01580,0,0,884,1,1,1,0,0,0,0.12976092100143433,0,0.01045928057283163,0,c99a36b5c546926b,e4963c75410d802ba724c0bfa204c9df
img_01581,0,0,885,1,1,2,0,0,0,0.019778944551944733,0,0.004062999971210957,0,8f0fc0703b5fc585,9d2f25017887a86a118941b81c76dc63
img_01582,0,0,886,1,2,2,0,0,0,0.028425389900803566,0,0.02479451522231102,0,a7f0c90ef037c6c8,478923409b47a5d63f9a6f6c46335284
img_01583,0,0,887,1,4,3,0,0,0,0.10866300761699677,0,0.0024851213674992323,0,d29bade093251e59,a8437aa371ab04c13f3c28c310ffd5cf
img_01584,0,0,888,1,4,1,0,0,0,0.009277335368096828,0,0.0010640802793204784,0,9b1b1385e4e4e4ec,d2a792c8e70ade8eb734a95e4d494427
